DATA_ID,PRED_ID,DATA_AGGR_CODE,PRED_SOURCE_NAME,PRED_DATABASE_NAME,SAMP_TYPE,TOT_PRED_SAMP_EXAM,TOT_W_FD,PCT_W_FD,TOT_WO_FD,PCT_WO_FD,PRED_DEN,PRED_SEX,PRED_SEX_RATIO,PRED_LIFE_HIST_STAGE,PRED_LEN_TYPE_1,PRED_MIN_LEN_1,PRED_MAX_LEN_1,PRED_MN_LEN_1,PRED_LEN_TYPE_2,PRED_MIN_LEN_2,PRED_MAX_LEN_2,PRED_MN_LEN_2,PRED_LEN_TYPE_3,PRED_MIN_LEN_3,PRED_MAX_LEN_3,PRED_MN_LEN_3,PRED_MIN_AGE,PRED_MAX_AGE,PRED_MN_AGE,PRED_MIN_WT,PRED_MAX_WT,PRED_MN_WT,PRED_TOT_WT,BIOMASS_DEN,STOM_PCT_FULL,STOM_COND_INDEX,TOT_FD_BIOMASS,TOT_FD_VOL,PREDATOR_NOTES,POP_TOT_PRED,POP_PRED_DEN,POP_SEX_RATIO,POP_LIFE_HIST_STAGE,POP_LEN_TYPE,POP_MIN_LEN,POP_MAX_LEN,POP_MN_LEN,POP_MIN_AGE,POP_MAX_AGE,POP_MN_AGE,POP_MIN_WT,POP_MAX_WT,POP_MN_WT,POP_TOT_WT,POP_BIOMASS_DEN,ENTRY_DATE,ENTRY_PERSON,EDITED_DATE,DATA_EDITOR,MODIFY_DATE,DATA_MODIFIER
MAM_2B,Ttru.16,Raw,Tursiops truncatus ,Tursiops truncatus ,Gut Content,1,1,1,0,0,,F,NA,NA,TL,NA,NA,1870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,# SE0624 Area I,1506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/1/2017,Savannah Borrowman,7/10/2017,Gavyn Shealy,8/31/2018,James Simons
MAM_2B,Ttru.17,Raw,Tursiops truncatus ,Tursiops truncatus ,Gut Content,1,1,1,0,0,,M,NA,NA,TL,NA,NA,2600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,# SE0656 FN C-81-27 Area II,1506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/1/2017,Savannah Borrowman,7/10/2017,Gavyn Shealy,8/31/2018,James Simons
MAM_2B,Ttru.18,Raw,Tursiops truncatus ,Tursiops truncatus ,Gut Content,1,1,1,0,0,,U,NA,NA,TL,NA,NA,2560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,190,NA,# SE0731 FN SWF8204 Area IV ,1506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/1/2017,Savannah Borrowman,7/10/2017,Gavyn Shealy,8/31/2018,James Simons
MAM_2B,Ttru.19,Raw,Tursiops truncatus ,Tursiops truncatus ,Gut Content,1,1,1,0,0,,F,NA,NA,TL,NA,NA,2660,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,368,NA,# SE0767 FN SWF8222 Area IV ,1506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/1/2017,Savannah Borrowman,7/10/2017,Gavyn Shealy,8/31/2018,James Simons
MAM_2B,Ttru.20,Raw,Tursiops truncatus ,Tursiops truncatus ,Gut Content,1,1,1,0,0,,M,NA,NA,TL,NA,NA,1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,556,NA,# SE0863 FN -82-10 Area III,1506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/1/2017,Savannah Borrowman,7/10/2017,Gavyn Shealy,8/31/2018,James Simons
MAM_2B,Ttru.21,Raw,Tursiops truncatus ,Tursiops truncatus ,Gut Content,1,1,1,0,0,,F,NA,NA,TL,NA,NA,2250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244,NA,# SE1117 FN SWF8312 Area IV,1506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/1/2017,Savannah Borrowman,7/10/2017,Gavyn Shealy,8/31/2018,James Simons
MAM_2B,Ttru.22,Raw,Tursiops truncatus ,Tursiops truncatus ,Gut Content,1,1,1,0,0,,F,NA,NA,TL,NA,NA,2590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,# SE1183 FN C-83-21 Area III,1506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/1/2017,Savannah Borrowman,7/10/2017,Gavyn Shealy,8/31/2018,James Simons
MAM_2B,Ttru.23,Raw,Tursiops truncatus ,Tursiops truncatus ,Gut Content,1,1,1,0,0,,F,NA,NA,TL,NA,NA,2480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,496,NA,# SE1228 FN C-83-23 Area III,1506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/1/2017,Savannah Borrowman,7/10/2017,Gavyn Shealy,8/31/2018,James Simons
MAM_2B,Ttru.24,Raw,Tursiops truncatus ,Tursiops truncatus ,Gut Content,1,1,1,0,0,,F,NA,NA,TL,NA,NA,2140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,NA,# SE1268 FN C-83-29 Area II,1506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/1/2017,Savannah Borrowman,7/10/2017,Gavyn Shealy,8/31/2018,James Simons
MAM_2B,Ttru.25,Raw,Tursiops truncatus ,Tursiops truncatus ,Gut Content,1,1,1,0,0,,M,NA,NA,TL,NA,NA,2520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,# SE1722 FN MML8407 Area II,1506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/1/2017,Savannah Borrowman,7/10/2017,Gavyn Shealy,8/31/2018,James Simons
MAM_2B,Ttru.26,Raw,Tursiops truncatus ,Tursiops truncatus ,Gut Content,1,1,1,0,0,,M,NA,NA,TL,NA,NA,2420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,# SE1752 FN C-85-01 Area III,1506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/1/2017,Savannah Borrowman,7/10/2017,Gavyn Shealy,8/31/2018,James Simons
MAM_2B,Ttru.27,Raw,Tursiops truncatus ,Tursiops truncatus ,Gut Content,1,1,1,0,0,,M,NA,NA,TL,NA,NA,2440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3629,NA,# SE1788 FN SWF8501 Area III,1506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/1/2017,Savannah Borrowman,7/10/2017,Gavyn Shealy,8/31/2018,James Simons
MAM_2B,Ttru.28,Raw,Tursiops truncatus ,Tursiops truncatus ,Gut Content,1,1,1,0,0,,M,NA,NA,TL,NA,NA,1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118,NA,# SE1831 FN SWF8510 Area IV,1506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/1/2017,Savannah Borrowman,7/10/2017,Gavyn Shealy,8/31/2018,James Simons
MAM_2B,Ttru.29,Raw,Tursiops truncatus ,Tursiops truncatus ,Gut Content,1,1,1,0,0,,M,NA,NA,TL,NA,NA,2050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,# SE1867 FN MML8511 AREA II,1506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/1/2017,Savannah Borrowman,7/10/2017,Gavyn Shealy,8/31/2018,James Simons
MAM_2B,Ttru.30,Raw,Tursiops truncatus ,Tursiops truncatus ,Gut Content,1,1,1,0,0,,M,NA,NA,TL,NA,NA,2850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,# SE1975 FN C-85-08 AREA III,1506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/1/2017,Savannah Borrowman,7/10/2017,Gavyn Shealy,8/31/2018,James Simons
MAM_2B,Ttru.31,Raw,Tursiops truncatus ,Tursiops truncatus ,Gut Content,1,1,1,0,0,,F,NA,NA,TL,NA,NA,2450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203,NA,# SE2304 FN C-280 AREA I Weight of dried fish bones,1506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/1/2017,Savannah Borrowman,7/10/2017,Gavyn Shealy,8/31/2018,James Simons
MAM_2B,Ttru.32,Raw,Tursiops truncatus ,Tursiops truncatus ,Gut Content,1,1,1,0,0,,M,NA,NA,TL,NA,NA,1730,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,NA,# SE2400 FN SWF8682 AREA IV,1506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/1/2017,Savannah Borrowman,7/10/2017,Gavyn Shealy,8/31/2018,James Simons
MAM_2B,Ttru.33,Raw,Tursiops truncatus ,Tursiops truncatus ,Gut Content,1,1,1,0,0,,U,NA,NA,TL,NA,NA,2120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,850,NA,# SE2437 FN C-351 AREA I Length estimated,1506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/1/2017,Savannah Borrowman,7/10/2017,Gavyn Shealy,8/31/2018,James Simons
MAM_2B,Ttru.34,Raw,Tursiops truncatus ,Tursiops truncatus ,Gut Content,1,1,1,0,0,,U,NA,NA,TL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,344,NA,# SE2441 FN C-355 AREA I,1506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/1/2017,Savannah Borrowman,7/10/2017,Gavyn Shealy,8/31/2018,James Simons
MAM_2B,Ttru.35,Raw,Tursiops truncatus ,Tursiops truncatus ,Gut Content,1,1,1,0,0,,M,NA,NA,TL,NA,NA,2410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,# SE2459 FN MML8604 AREA II,1506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/1/2017,Savannah Borrowman,7/10/2017,Gavyn Shealy,8/31/2018,James Simons
MAM_2B,Ttru.36,Raw,Tursiops truncatus ,Tursiops truncatus ,Gut Content,1,1,1,0,0,,M,NA,NA,TL,NA,NA,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,# SE2588 FN C-365 AREA I,1506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/1/2017,Savannah Borrowman,7/10/2017,Gavyn Shealy,8/31/2018,James Simons
MAM_2B,Ttru.37,Raw,Tursiops truncatus ,Tursiops truncatus ,Gut Content,1,1,1,0,0,,F,NA,NA,TL,NA,NA,2580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,310,NA,# SE2663 FN MML8609 AREA II,1506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/1/2017,Savannah Borrowman,7/10/2017,Gavyn Shealy,8/31/2018,James Simons
MAM_2B,Ttru.38,Raw,Tursiops truncatus ,Tursiops truncatus ,Gut Content,1,1,1,0,0,,F,NA,NA,TL,NA,NA,2150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,# SE2664 FN MML8701 AREA II ,1506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/1/2017,Savannah Borrowman,7/10/2017,Gavyn Shealy,8/31/2018,James Simons
MAM_2B,Ttru.39,Raw,Tursiops truncatus ,Tursiops truncatus ,Gut Content,1,1,1,0,0,,M,NA,NA,TL,NA,NA,2410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,276,NA,# SE2665 FN MML8702 AREA II,1506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/1/2017,Savannah Borrowman,7/10/2017,Gavyn Shealy,8/31/2018,James Simons
MAM_2B,Ttru.40,Raw,Tursiops truncatus ,Tursiops truncatus ,Gut Content,1,1,1,0,0,,F,NA,NA,TL,NA,NA,2480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4762,NA,# SE2702 FN MML8704 AREA II,1506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/1/2017,Savannah Borrowman,7/10/2017,Gavyn Shealy,8/31/2018,James Simons
MAM_2B,Ttru.41,Raw,Tursiops truncatus ,Tursiops truncatus ,Gut Content,1,1,1,0,0,,F,NA,NA,TL,NA,NA,2440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,# SE2712 FN SWF8714 AREA IV,1506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/1/2017,Savannah Borrowman,7/10/2017,Gavyn Shealy,8/31/2018,James Simons
MAM_2B,Ttru.42,Raw,Tursiops truncatus ,Tursiops truncatus ,Gut Content,1,1,1,0,0,,F,NA,NA,TL,NA,NA,1750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,# SE2717 FN SWF8719 AREA IV,1506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/1/2017,Savannah Borrowman,7/10/2017,Gavyn Shealy,8/31/2018,James Simons
MAM_2B,Ttru.43,Raw,Tursiops truncatus ,Tursiops truncatus ,Gut Content,1,1,1,0,0,,F,NA,NA,TL,NA,NA,2530,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,506,NA,# SE2731 FN MML8708  AREA II,1506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/1/2017,Savannah Borrowman,7/10/2017,Gavyn Shealy,8/31/2018,James Simons
MAM_2B,Ttru.44,Raw,Tursiops truncatus ,Tursiops truncatus ,Gut Content,1,1,1,0,0,,M,NA,NA,TL,NA,NA,2060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1336,NA,# SE2732 FN MML8709 AREA II,1506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/1/2017,Savannah Borrowman,7/10/2017,Gavyn Shealy,8/31/2018,James Simons
MAM_2B,Ttru.45,Raw,Tursiops truncatus ,Tursiops truncatus ,Gut Content,1,1,1,0,0,,F,NA,NA,TL,NA,NA,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,# SE2746 FN C-87-02 AREA IV,1506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/1/2017,Savannah Borrowman,7/10/2017,Gavyn Shealy,8/31/2018,James Simons
MAM_2B,Ttru.46,Raw,Tursiops truncatus ,Tursiops truncatus ,Gut Content,1,1,1,0,0,,F,NA,NA,TL,NA,NA,2360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,# SE2759 FN C-374 AREA I,1506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/1/2017,Savannah Borrowman,7/10/2017,Gavyn Shealy,8/31/2018,James Simons
MAM_2B,Ttru.47,Raw,Tursiops truncatus ,Tursiops truncatus ,Gut Content,1,1,1,0,0,,M,NA,NA,TL,NA,NA,2510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<1,NA,# SE2760 FN C-383 AREA I,1506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/1/2017,Savannah Borrowman,7/10/2017,Gavyn Shealy,8/31/2018,James Simons
MAM_2B,Ttru.48,Raw,Tursiops truncatus ,Tursiops truncatus ,Gut Content,1,1,1,0,0,,F,NA,NA,TL,NA,NA,2350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122,NA,# SE2761 FN C-389 AREA I,1506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/1/2017,Savannah Borrowman,7/10/2017,Gavyn Shealy,8/31/2018,James Simons
MAM_2B,Ttru.49,Raw,Tursiops truncatus ,Tursiops truncatus ,Gut Content,1,1,1,0,0,,M,NA,NA,TL,NA,NA,2370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6550,NA,# SE2762 FN C-391 AREA I,1506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/1/2017,Savannah Borrowman,7/10/2017,Gavyn Shealy,8/31/2018,James Simons
MAM_2B,Ttru.50,Raw,Tursiops truncatus ,Tursiops truncatus ,Gut Content,1,1,1,0,0,,F,NA,NA,TL,NA,NA,2300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,# SE2763 FN C-392 AREA I,1506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/1/2017,Savannah Borrowman,7/10/2017,Gavyn Shealy,8/31/2018,James Simons
MAM_2B,Ttru.51,Raw,Tursiops truncatus ,Tursiops truncatus ,Gut Content,1,1,1,0,0,,F,NA,NA,TL,NA,NA,2350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,434,NA,# SE2764 FN C-415 AREA I,1506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/1/2017,Savannah Borrowman,7/10/2017,Gavyn Shealy,8/31/2018,James Simons
MAM_2B,Ttru.52,Raw,Tursiops truncatus ,Tursiops truncatus ,Gut Content,1,1,1,0,0,,F,NA,NA,TL,NA,NA,2410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,206,NA,# SE2895 FN C-410 AREA I,1506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/1/2017,Savannah Borrowman,7/10/2017,Gavyn Shealy,8/31/2018,James Simons
MAM_2B,Ttru.53,Raw,Tursiops truncatus ,Tursiops truncatus ,Gut Content,1,1,1,0,0,,F,NA,NA,TL,NA,NA,2250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,# SE2896 FN C-420 AREA I,1506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/1/2017,Savannah Borrowman,7/10/2017,Gavyn Shealy,8/31/2018,James Simons
MAM_2B,Ttru.54,Raw,Tursiops truncatus ,Tursiops truncatus ,Gut Content,1,1,1,0,0,,M,NA,NA,TL,NA,NA,2430,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,NA,# SE2897 FN C-427 AREA I,1506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/1/2017,Savannah Borrowman,7/10/2017,Gavyn Shealy,8/31/2018,James Simons
MAM_2B,Ttru.55,Raw,Tursiops truncatus ,Tursiops truncatus ,Gut Content,1,1,1,0,0,,F,NA,NA,TL,NA,NA,2435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,# SE2898 FN C-428 AREA I,1506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/1/2017,Savannah Borrowman,7/10/2017,Gavyn Shealy,8/31/2018,James Simons
MAM_2B,Ttru.56,Raw,Tursiops truncatus ,Tursiops truncatus ,Gut Content,1,1,1,0,0,,F,NA,NA,TL,NA,NA,2510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107,NA,# SE2908 FN C-444 AREA I,1506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/1/2017,Savannah Borrowman,7/10/2017,Gavyn Shealy,8/31/2018,James Simons
MAM_2B,Ttru.57,Raw,Tursiops truncatus ,Tursiops truncatus ,Gut Content,1,1,1,0,0,,F,NA,NA,TL,NA,NA,2430,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,514,NA,# SE2917 FN C-453 AREA I,1506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/1/2017,Savannah Borrowman,7/10/2017,Gavyn Shealy,8/31/2018,James Simons
MAM_2B,Ttru.58,Raw,Tursiops truncatus ,Tursiops truncatus ,Gut Content,1,1,1,0,0,,F,NA,NA,TL,NA,NA,2150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146,NA,# SE2929 FN C-465 AREA I,1506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/1/2017,Savannah Borrowman,7/10/2017,Gavyn Shealy,8/31/2018,James Simons
MAM_2B,Ttru.59,Raw,Tursiops truncatus ,Tursiops truncatus ,Gut Content,1,1,1,0,0,,M,NA,NA,TL,NA,NA,2550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,559,NA,# SE2941 FN C-477 AREA I,1506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/1/2017,Savannah Borrowman,7/10/2017,Gavyn Shealy,8/31/2018,James Simons
MAM_2B,Ttru.60,Raw,Tursiops truncatus ,Tursiops truncatus ,Gut Content,1,1,1,0,0,,F,NA,NA,TL,NA,NA,2380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,567,NA,# SE2942 FN C-478 AREA I,1506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/1/2017,Savannah Borrowman,7/10/2017,Gavyn Shealy,8/31/2018,James Simons
MAM_2B,Ttru.61,Raw,Tursiops truncatus ,Tursiops truncatus ,Gut Content,1,1,1,0,0,,F,NA,NA,TL,NA,NA,2400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1204,NA,# SE2945 FN C-481 AREA I,1506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/1/2017,Savannah Borrowman,7/10/2017,Gavyn Shealy,8/31/2018,James Simons
MAM_2B,Ttru.62,Raw,Tursiops truncatus ,Tursiops truncatus ,Gut Content,1,1,1,0,0,,M,NA,NA,TL,NA,NA,2230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1591,NA,# SE2958 FN C-494 AREA I,1506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/1/2017,Savannah Borrowman,7/10/2017,Gavyn Shealy,8/31/2018,James Simons
MAM_2B,Ttru.63,Raw,Tursiops truncatus ,Tursiops truncatus ,Gut Content,1,1,1,0,0,,M,NA,NA,TL,NA,NA,2630,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<1,NA,# SE3036 FN MML8714 AREA II,1506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/1/2017,Savannah Borrowman,7/10/2017,Gavyn Shealy,8/31/2018,James Simons
MAM_2B,Ttru.64,Raw,Tursiops truncatus ,Tursiops truncatus ,Gut Content,1,1,1,0,0,,M,NA,NA,TL,NA,NA,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,# SE3037 FN SWF8726 AREA IV Partial gut content/stomach ripped open by sharks. Length estimated,1506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/1/2017,Savannah Borrowman,7/10/2017,Gavyn Shealy,8/31/2018,James Simons
MAM_2B,Ttru.65,Raw,Tursiops truncatus ,Tursiops truncatus ,Gut Content,1,1,1,0,0,,M,NA,NA,TL,NA,NA,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,522,NA,# SE3038 FN SWF8727 AREA IV,1506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/1/2017,Savannah Borrowman,7/10/2017,Gavyn Shealy,8/31/2018,James Simons
MAM_2B,Ttru.66,Raw,Tursiops truncatus ,Tursiops truncatus ,Gut Content,1,1,1,0,0,,U,NA,NA,TL,NA,NA,2500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,# SE3051 FN SWF8740 AREA IV Length estimated,1506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/1/2017,Savannah Borrowman,7/10/2017,Gavyn Shealy,8/31/2018,James Simons
MAM_2B,Ttru.67,Raw,Tursiops truncatus ,Tursiops truncatus ,Gut Content,1,1,1,0,0,,M,NA,NA,TL,NA,NA,2310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,831,NA,# SE3054 FN SWF8743 AREA IV,1506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/1/2017,Savannah Borrowman,7/10/2017,Gavyn Shealy,8/31/2018,James Simons
MAM_2B,Ttru.68,Raw,Tursiops truncatus ,Tursiops truncatus ,Gut Content,1,1,1,0,0,,F,NA,NA,TL,NA,NA,2060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<1,NA,# SE3085 FN C-87-06 AREA III,1506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/1/2017,Savannah Borrowman,7/10/2017,Gavyn Shealy,8/31/2018,James Simons
