DATA_ID,PRED_ID,LOC_ID,LME_NUM,COUNTRY,STATE,GULF_OCTANT,LOCALE_NAME,LOCALE_TYPE,BAY_HIERARC_LEVEL,SAMP_DEP_REALM,LOC_CENTR_LAT,LOC_CENTR_LONG,LOC_POLY_COORDS,PRED_POLY_SHAPEFILE_ID,PRED_CENT_SHAPEFILE_ID,PRED_STAT_SHAPEFILE_ID,LOC_POLY_SOURCE,LOC_POLY_CONF,MAJOR_LOC_NAME,MAJOR_LOC_TYPE,MIN_DEP_LOC,MAX_DEP_LOC,MN_DEP_LOC,MIN_DEP_SAMP,MAX_DEP_SAMP,MN_DEP_SAMP,TIME_ZONE,START_YEAR,START_MON,START_DAY,START_TIME,START_SEAS,END_YEAR,END_MON,END_DAY,END_TIME,END_SEAS,REALM,PROVINCE,ECOREGION,HAB_SYSTEM,HAB_SUBSYSTEM,TIDAL_ZONE,SYS_CONF,LOC_NOTES,ENTRY_DATE,ENTRY_PERSON,EDITED_DATE,DATA_EDITOR,MODIFY_DATE,DATA_MODIFIER
MAM_2H,Ttru.34,NA,5,US,TX,WNW,Sabine Pass- Orange,Coastal Waters,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Northwestern Gulf of Mexico ,Gulf/Ocean,NA,NA,NA,NA,NA,NA,NA,1986,1,NA,NA,Winter,1990,6,NA,NA,winter,TNA,WTNA,43,Estuarine,Coastal ,Supratidal,NA,NA,NA,NA,7/17/2017,Gavyn Shealy,NA,NA
MAM_2H,Ttru.34,NA,5,US,TX,WNW,Sabine Pass- Jefferson,Coastal Waters,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Northwestern Gulf of Mexico ,Gulf/Ocean,NA,NA,NA,NA,NA,NA,NA,1986,1,NA,NA,Winter,1990,6,NA,NA,winter,TNA,WTNA,43,Estuarine,Coastal ,Supratidal,NA,NA,NA,NA,7/17/2017,Gavyn Shealy,NA,NA
MAM_2H,Ttru.34,NA,5,US,TX,WNW,Sabine Pass- Chambers,Coastal Waters,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Northwestern Gulf of Mexico ,Gulf/Ocean,NA,NA,NA,NA,NA,NA,NA,1986,1,NA,NA,Winter,1990,6,NA,NA,winter,TNA,WTNA,43,Estuarine,Coastal ,Supratidal,NA,NA,NA,NA,7/17/2017,Gavyn Shealy,NA,NA
MAM_2H,Ttru.35,NA,5,US,TX,WNW,Sabine Pass- Orange,Coastal Waters,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Northwestern Gulf of Mexico ,Gulf/Ocean,NA,NA,NA,NA,NA,NA,NA,1986,1,NA,NA,Winter,1990,6,NA,NA,winter,TNA,WTNA,43,Estuarine,Coastal ,Supratidal,NA,NA,NA,NA,7/17/2017,Gavyn Shealy,NA,NA
MAM_2H,Ttru.35,NA,5,US,TX,WNW,Sabine Pass- Jefferson,Coastal Waters,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Northwestern Gulf of Mexico ,Gulf/Ocean,NA,NA,NA,NA,NA,NA,NA,1986,1,NA,NA,Winter,1990,6,NA,NA,winter,TNA,WTNA,43,Estuarine,Coastal ,Supratidal,NA,NA,NA,NA,7/17/2017,Gavyn Shealy,NA,NA
MAM_2H,Ttru.35,NA,5,US,TX,WNW,Sabine Pass- Chambers,Coastal Waters,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Northwestern Gulf of Mexico ,Gulf/Ocean,NA,NA,NA,NA,NA,NA,NA,1986,1,NA,NA,Winter,1990,6,NA,NA,winter,TNA,WTNA,43,Estuarine,Coastal ,Supratidal,NA,NA,NA,NA,7/17/2017,Gavyn Shealy,NA,NA
MAM_2H,Ttru.36,NA,5,US,TX,WNW,Sabine Pass- Orange,Coastal Waters,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Northwestern Gulf of Mexico ,Gulf/Ocean,NA,NA,NA,NA,NA,NA,NA,1986,1,NA,NA,Spring,1990,6,NA,NA,Spring,TNA,WTNA,43,Estuarine,Coastal ,Supratidal,NA,NA,NA,NA,7/17/2017,Gavyn Shealy,NA,NA
MAM_2H,Ttru.36,NA,5,US,TX,WNW,Sabine Pass- Jefferson,Coastal Waters,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Northwestern Gulf of Mexico ,Gulf/Ocean,NA,NA,NA,NA,NA,NA,NA,1986,1,NA,NA,Spring,1990,6,NA,NA,Spring,TNA,WTNA,43,Estuarine,Coastal ,Supratidal,NA,NA,NA,NA,7/17/2017,Gavyn Shealy,NA,NA
MAM_2H,Ttru.36,NA,5,US,TX,WNW,Sabine Pass- Chambers,Coastal Waters,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Northwestern Gulf of Mexico ,Gulf/Ocean,NA,NA,NA,NA,NA,NA,NA,1986,1,NA,NA,Spring,1990,6,NA,NA,Spring,TNA,WTNA,43,Estuarine,Coastal ,Supratidal,NA,NA,NA,NA,7/17/2017,Gavyn Shealy,NA,NA
MAM_2H,Ttru.37,NA,5,US,TX,WNW,Sabine Pass- Orange,Coastal Waters,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Northwestern Gulf of Mexico ,Gulf/Ocean,NA,NA,NA,NA,NA,NA,NA,1986,1,NA,NA,Spring,1990,6,NA,NA,Spring,TNA,WTNA,43,Estuarine,Coastal ,Supratidal,NA,NA,NA,NA,7/17/2017,Gavyn Shealy,NA,NA
MAM_2H,Ttru.37,NA,5,US,TX,WNW,Sabine Pass- Jefferson,Coastal Waters,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Northwestern Gulf of Mexico ,Gulf/Ocean,NA,NA,NA,NA,NA,NA,NA,1986,1,NA,NA,Spring,1990,6,NA,NA,Spring,TNA,WTNA,43,Estuarine,Coastal ,Supratidal,NA,NA,NA,NA,7/17/2017,Gavyn Shealy,NA,NA
MAM_2H,Ttru.37,NA,5,US,TX,WNW,Sabine Pass- Chambers,Coastal Waters,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Northwestern Gulf of Mexico ,Gulf/Ocean,NA,NA,NA,NA,NA,NA,NA,1986,1,NA,NA,Spring,1990,6,NA,NA,Spring,TNA,WTNA,43,Estuarine,Coastal ,Supratidal,NA,NA,NA,NA,7/17/2017,Gavyn Shealy,NA,NA
MAM_2H,Ttru.38,NA,5,US,TX,WNW,Noth of Galvaston  to the U.S.-Mexico border,Coastal Waters,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Northwestern Gulf of Mexico ,Gulf/Ocean,NA,NA,NA,NA,NA,NA,NA,1986,1,NA,NA,Winter,1990,6,NA,NA,Summer,TNA,WTNA,43,Estuarine,Coastal ,Supratidal,NA,NA,NA,NA,7/17/2017,Gavyn Shealy,NA,NA
REP_2P,Ccar.1,NA,5,US,TX,WNW,Mustang Island,Coastal Waters,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Western Gulf of Mexico,Gulf/Ocean Waters,,,,,,,CST,1986,April,23,,Spring,1986,April,23,,Spring,TNA,WTNA,43,Estuarine,Coastal,Supratidal,NA,NA,2/3/2017,Erin Mawhinney,5/1/2017,Erin Mawhinney,7/23/2017,Theresa Mitchell
REP_2P,Ccar.2,NA,5,US,TX,WNW,Corpus Christi Bay,Bay/Lagoon,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Western Gulf of Mexico,Bay/Lagoon,,,,,,,CST,1985,June,26,,Summer,1985,June,26,,Summer,TNA,WTNA,43,Estuarine,Coastal,Supratidal,NA,NA,2/3/2017,Erin Mawhinney,5/1/2017,Erin Mawhinney,7/23/2017,Theresa Mitchell
REP_2P,Ccar.3,NA,5,US,TX,WNW,North Padre Island,Coastal Waters,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Western Gulf of Mexico,Gulf/Ocean Waters,,,,,,,CST,1985,July,12,,Summer,1985,July,12,,Summer,TNA,WTNA,43,Estuarine,Coastal,Supratidal,NA,NA,2/3/2017,Erin Mawhinney,5/1/2017,Erin Mawhinney,7/23/2017,Theresa Mitchell
REP_2P,Ccar.4,NA,5,US,TX,WNW,Redfish Bay,Bay/Lagoon,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Western Gulf of Mexico,Bay/Lagoon,,,,,,,CST,1985,Nov,23,,Winter,1985,Nov,23,,Winter,TNA,WTNA,43,Estuarine,Coastal,Supratidal,NA,NA,2/3/2017,Erin Mawhinney,5/1/2017,Erin Mawhinney,7/23/2017,Theresa Mitchell
REP_2P,Ccar.5,NA,5,US,TX,WNW,Mustang Island,Coastal Waters,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Western Gulf of Mexico,Gulf/Ocean Waters,,,,,,,CST,1985,Dec,16,,Winter,1985,Dec,16,,Winter,TNA,WTNA,43,Estuarine,Coastal,Supratidal,NA,NA,2/3/2017,Erin Mawhinney,5/1/2017,Erin Mawhinney,7/23/2017,Theresa Mitchell
REP_2P,Ccar.6,NA,5,US,TX,WNW,Mustang Island,Coastal Waters,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Western Gulf of Mexico,Gulf/Ocean Waters,,,,,,,CST,1986,July,23,,Summer,1986,July,23,,Summer,TNA,WTNA,43,Estuarine,Coastal,Supratidal,NA,NA,2/3/2017,Erin Mawhinney,5/1/2017,Erin Mawhinney,7/23/2017,Theresa Mitchell
REP_2P,Ccar.7,NA,5,US,TX,WNW,Mustang Island,Coastal Waters,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Western Gulf of Mexico,Gulf/Ocean Waters,,,,,,,CST,1986,July,31,,Summer,1986,July,31,,Summer,TNA,WTNA,43,Estuarine,Coastal,Supratidal,NA,NA,2/3/2017,Erin Mawhinney,5/1/2017,Erin Mawhinney,7/23/2017,Theresa Mitchell
REP_2P,Ccar.8,NA,5,US,TX,WNW,Mustang Island,Coastal Waters,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Western Gulf of Mexico,Gulf/Ocean Waters,,,,,,,CST,1986,Aug,10,,Summer,1986,Aug,10,,Summer,TNA,WTNA,43,Estuarine,Coastal,Supratidal,NA,NA,2/3/2017,Erin Mawhinney,5/1/2017,Erin Mawhinney,7/23/2017,Theresa Mitchell
REP_2P,Ccar.9,NA,5,US,TX,WNW,Mustang Island,Coastal Waters,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Western Gulf of Mexico,Gulf/Ocean Waters,,,,,,,CST,1986,Aug,10,,Summer,1986,Aug,10,,Summer,TNA,WTNA,43,Estuarine,Coastal,Supratidal,NA,NA,2/3/2017,Erin Mawhinney,5/1/2017,Erin Mawhinney,7/23/2017,Theresa Mitchell
REP_2P,Ccar.10,NA,5,US,TX,WNW,North Padre Island,Coastal Waters,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Western Gulf of Mexico,Gulf/Ocean Waters,,,,,,,CST,1986,Aug,23,,Summer,1986,Aug,23,,Summer,TNA,WTNA,43,Estuarine,Coastal,Supratidal,NA,NA,2/3/2017,Erin Mawhinney,5/1/2017,Erin Mawhinney,7/23/2017,Theresa Mitchell
REP_2P,Ccar.11,NA,5,US,TX,WNW,Mustang Island,Coastal Waters,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Western Gulf of Mexico,Gulf/Ocean Waters,,,,,,,CST,1986,Aug,26,,Summer,1986,Aug,26,,Summer,TNA,WTNA,43,Estuarine,Coastal,Supratidal,NA,NA,2/3/2017,Erin Mawhinney,5/1/2017,Erin Mawhinney,7/23/2017,Theresa Mitchell
REP_2P,Ccar.12,NA,5,US,TX,WNW,Mustang Island,Coastal Waters,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Western Gulf of Mexico,Gulf/Ocean Waters,,,,,,,CST,1986,Aug,24,,Summer,1986,Aug,24,,Summer,TNA,WTNA,43,Estuarine,Coastal,Supratidal,NA,NA,2/3/2017,Erin Mawhinney,5/1/2017,Erin Mawhinney,7/23/2017,Theresa Mitchell
REP_2P,Ccar.13,NA,5,US,TX,WNW,Mustang Island,Coastal Waters,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Western Gulf of Mexico,Gulf/Ocean Waters,,,,,,,CST,1986,Aug,23,,Summer,1986,Aug,23,,Summer,TNA,WTNA,43,Estuarine,Coastal,Supratidal,NA,NA,2/3/2017,Erin Mawhinney,5/1/2017,Erin Mawhinney,7/23/2017,Theresa Mitchell
REP_2P,Ccar.14,NA,5,US,TX,WNW,Mustang Island,Coastal Waters,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Western Gulf of Mexico,Gulf/Ocean Waters,,,,,,,CST,1986,Aug,27,,Summer,1986,Aug,27,,Summer,TNA,WTNA,43,Estuarine,Coastal,Supratidal,NA,NA,2/3/2017,Erin Mawhinney,5/1/2017,Erin Mawhinney,7/23/2017,Theresa Mitchell
REP_2P,Ccar.15,NA,5,US,TX,WNW,Mustang Island,Coastal Waters,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Western Gulf of Mexico,Gulf/Ocean Waters,,,,,,,CST,1986,Sep,20,,Fall,1986,Sep,20,,Fall,TNA,WTNA,43,Estuarine,Coastal,Supratidal,NA,NA,2/3/2017,Erin Mawhinney,5/1/2017,Erin Mawhinney,7/23/2017,Theresa Mitchell
REP_2P,Ccar.16,NA,5,US,TX,WNW,Mustang Island,Coastal Waters,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Western Gulf of Mexico,Gulf/Ocean Waters,,,,,,,CST,1986,Sep,2,,Fall,1986,Sep,2,,Fall,TNA,WTNA,43,Estuarine,Coastal,Supratidal,NA,NA,2/3/2017,Erin Mawhinney,5/1/2017,Erin Mawhinney,7/23/2017,Theresa Mitchell
REP_2P,Ccar.17,NA,5,US,TX,WNW,North Padre Island,Coastal Waters,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Western Gulf of Mexico,Gulf/Ocean Waters,,,,,,,CST,1986,Oct,11,,Fall,1986,Oct,11,,Fall,TNA,WTNA,43,Estuarine,Coastal,Supratidal,NA,NA,2/3/2017,Erin Mawhinney,5/1/2017,Erin Mawhinney,7/23/2017,Theresa Mitchell
REP_2P,Ccar.18,NA,5,US,TX,WNW,North Padre Island,Coastal Waters,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Western Gulf of Mexico,Gulf/Ocean Waters,,,,,,,CST,1986,Oct,8,,Fall,1986,Oct,8,,Fall,TNA,WTNA,43,Estuarine,Coastal,Supratidal,NA,NA,2/3/2017,Erin Mawhinney,5/1/2017,Erin Mawhinney,7/23/2017,Theresa Mitchell
REP_2P,Ccar.19,NA,5,US,TX,WNW,North Padre Island,Coastal Waters,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Western Gulf of Mexico,Gulf/Ocean Waters,,,,,,,CST,1986,Oct,20,,Fall,1986,Oct,20,,Fall,TNA,WTNA,43,Estuarine,Coastal,Supratidal,NA,NA,2/3/2017,Erin Mawhinney,5/1/2017,Erin Mawhinney,7/23/2017,Theresa Mitchell
REP_2P,Ccar.20,NA,5,US,TX,WNW,Mustang Island,Coastal Waters,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Western Gulf of Mexico,Gulf/Ocean Waters,,,,,,,CST,1986,Oct,11,,Fall,1986,Oct,11,,Fall,TNA,WTNA,43,Estuarine,Coastal,Supratidal,NA,NA,2/3/2017,Erin Mawhinney,5/1/2017,Erin Mawhinney,7/23/2017,Theresa Mitchell
REP_2P,Ccar.21,NA,5,US,TX,WNW,North Padre Island,Coastal Waters,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Western Gulf of Mexico,Gulf/Ocean Waters,,,,,,,CST,1986,Nov,2,,Fall,1986,Nov,2,,Fall,TNA,WTNA,43,Estuarine,Coastal,Supratidal,NA,NA,2/3/2017,Erin Mawhinney,5/1/2017,Erin Mawhinney,7/23/2017,Theresa Mitchell
REP_2P,Ccar.22,NA,5,US,TX,WNW,North Padre Island,Coastal Waters,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Western Gulf of Mexico,Gulf/Ocean Waters,,,,,,,CST,1986,Dec,7,,Winter,1986,Dec,7,,Winter,TNA,WTNA,43,Estuarine,Coastal,Supratidal,NA,NA,2/3/2017,Erin Mawhinney,5/1/2017,Erin Mawhinney,7/23/2017,Theresa Mitchell
REP_2P,Ccar.23,NA,5,US,TX,WNW,North Padre Island,Coastal Waters,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Western Gulf of Mexico,Gulf/Ocean Waters,,,,,,,CST,1986,Mar,24,,Spring,1986,Mar,24,,Spring,TNA,WTNA,43,Estuarine,Coastal,Supratidal,NA,NA,2/3/2017,Erin Mawhinney,5/1/2017,Erin Mawhinney,7/23/2017,Theresa Mitchell
REP_2P,Ccar.24,NA,5,US,TX,WNW,South Padre Island,Coastal Waters,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Western Gulf of Mexico,Gulf/Ocean Waters,,,,,,,CST,1987,Mar,12,,Spring,1987,Mar,12,,Spring,TNA,WTNA,43,Estuarine,Coastal,Supratidal,NA,NA,2/3/2017,Erin Mawhinney,5/1/2017,Erin Mawhinney,7/23/2017,Theresa Mitchell
REP_2P,Ccar.25,NA,5,US,TX,WNW,North Padre Island,Coastal Waters,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Western Gulf of Mexico,Gulf/Ocean Waters,,,,,,,CST,1987,April,4,,Spring,1987,April,4,,Spring,TNA,WTNA,43,Estuarine,Coastal,Supratidal,NA,NA,2/3/2017,Erin Mawhinney,5/1/2017,Erin Mawhinney,7/23/2017,Theresa Mitchell
REP_2P,Ccar.26,NA,5,US,TX,WNW,Mustang Island,Coastal Waters,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Western Gulf of Mexico,Gulf/Ocean Waters,,,,,,,CST,1987,April,12,,Spring,1987,April,12,,Spring,TNA,WTNA,43,Estuarine,Coastal,Supratidal,NA,NA,2/3/2017,Erin Mawhinney,5/1/2017,Erin Mawhinney,7/23/2017,Theresa Mitchell
REP_2P,Ccar.27,NA,5,US,TX,WNW,North Padre Island,Coastal Waters,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Western Gulf of Mexico,Gulf/Ocean Waters,,,,,,,CST,1987,April,13,,Spring,1987,April,13,,Spring,TNA,WTNA,43,Estuarine,Coastal,Supratidal,NA,NA,2/3/2017,Erin Mawhinney,5/1/2017,Erin Mawhinney,7/23/2017,Theresa Mitchell
REP_2P,Ccar.28,NA,5,US,TX,WNW,Mustang Island,Coastal Waters,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Western Gulf of Mexico,Gulf/Ocean Waters,,,,,,,CST,1987,April,13,,Spring,1987,April,13,,Spring,TNA,WTNA,43,Estuarine,Coastal,Supratidal,NA,NA,2/3/2017,Erin Mawhinney,5/1/2017,Erin Mawhinney,7/23/2017,Theresa Mitchell
REP_2P,Ccar.29,NA,5,US,TX,WNW,Mustang Island,Coastal Waters,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Western Gulf of Mexico,Gulf/Ocean Waters,,,,,,,CST,1987,April,14,,Spring,1987,April,14,,Spring,TNA,WTNA,43,Estuarine,Coastal,Supratidal,NA,NA,2/3/2017,Erin Mawhinney,5/1/2017,Erin Mawhinney,7/23/2017,Theresa Mitchell
REP_2P,Ccar.30,NA,5,US,TX,WNW,North Padre Island,Coastal Waters,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Western Gulf of Mexico,Gulf/Ocean Waters,,,,,,,CST,1987,April,17,,Spring,1987,April,17,,Spring,TNA,WTNA,43,Estuarine,Coastal,Supratidal,NA,NA,2/3/2017,Erin Mawhinney,5/1/2017,Erin Mawhinney,7/23/2017,Theresa Mitchell
REP_2P,Ccar.31,NA,5,US,TX,WNW,Mustang Island,Coastal Waters,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Western Gulf of Mexico,Gulf/Ocean Waters,,,,,,,CST,1987,April,17,,Spring,1987,April,17,,Spring,TNA,WTNA,43,Estuarine,Coastal,Supratidal,NA,NA,2/3/2017,Erin Mawhinney,5/1/2017,Erin Mawhinney,7/23/2017,Theresa Mitchell
REP_2P,Ccar.32,NA,5,US,TX,WNW,Mustang Island,Coastal Waters,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Western Gulf of Mexico,Gulf/Ocean Waters,,,,,,,CST,1987,April,19,,Spring,1987,April,19,,Spring,TNA,WTNA,43,Estuarine,Coastal,Supratidal,NA,NA,2/3/2017,Erin Mawhinney,5/1/2017,Erin Mawhinney,7/23/2017,Theresa Mitchell
REP_2P,Ccar.33,NA,5,US,TX,WNW,Mustang Island,Coastal Waters,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Western Gulf of Mexico,Gulf/Ocean Waters,,,,,,,CST,1987,April,19,,Spring,1987,April,19,,Spring,TNA,WTNA,43,Estuarine,Coastal,Supratidal,NA,NA,2/3/2017,Erin Mawhinney,5/1/2017,Erin Mawhinney,7/23/2017,Theresa Mitchell
REP_2P,Ccar.34,NA,5,US,TX,WNW,Mustang Island,Coastal Waters,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Western Gulf of Mexico,Gulf/Ocean Waters,,,,,,,CST,1987,April,21,,Spring,1987,April,21,,Spring,TNA,WTNA,43,Estuarine,Coastal,Supratidal,NA,NA,2/3/2017,Erin Mawhinney,5/1/2017,Erin Mawhinney,7/23/2017,Theresa Mitchell
REP_2P,Ccar.35,NA,5,US,TX,WNW,Mustang Island,Coastal Waters,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Western Gulf of Mexico,Gulf/Ocean Waters,,,,,,,CST,1987,April,21,,Spring,1987,April,21,,Spring,TNA,WTNA,43,Estuarine,Coastal,Supratidal,NA,NA,2/3/2017,Erin Mawhinney,5/1/2017,Erin Mawhinney,7/23/2017,Theresa Mitchell
REP_2P,Ccar.36,NA,5,US,TX,WNW,North Padre Island,Coastal Waters,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Western Gulf of Mexico,Gulf/Ocean Waters,,,,,,,CST,1987,April,22,,Spring,1987,April,22,,Spring,TNA,WTNA,43,Estuarine,Coastal,Supratidal,NA,NA,2/3/2017,Erin Mawhinney,5/1/2017,Erin Mawhinney,7/23/2017,Theresa Mitchell
REP_2P,Ccar.37,NA,5,US,TX,WNW,Mustang Island,Coastal Waters,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Western Gulf of Mexico,Gulf/Ocean Waters,,,,,,,CST,1987,April,22,,Spring,1987,April,22,,Spring,TNA,WTNA,43,Estuarine,Coastal,Supratidal,NA,NA,2/3/2017,Erin Mawhinney,5/1/2017,Erin Mawhinney,7/23/2017,Theresa Mitchell
REP_2P,Ccar.38,NA,5,US,TX,WNW,Mustang Island,Coastal Waters,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Western Gulf of Mexico,Gulf/Ocean Waters,,,,,,,CST,1987,April,24,,Spring,1987,April,24,,Spring,TNA,WTNA,43,Estuarine,Coastal,Supratidal,NA,NA,2/3/2017,Erin Mawhinney,5/1/2017,Erin Mawhinney,7/23/2017,Theresa Mitchell
REP_2P,Ccar.39,NA,5,US,TX,WNW,North Padre Island,Coastal Waters,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Western Gulf of Mexico,Gulf/Ocean Waters,,,,,,,CST,1987,April,11,,Spring,1987,April,11,,Spring,TNA,WTNA,43,Estuarine,Coastal,Supratidal,NA,NA,2/3/2017,Erin Mawhinney,5/1/2017,Erin Mawhinney,7/23/2017,Theresa Mitchell
REP_2P,Ccar.40,NA,5,US,TX,WNW,North Padre Island,Coastal Waters,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Western Gulf of Mexico,Gulf/Ocean Waters,,,,,,,CST,1987,April,20,,Spring,1987,April,20,,Spring,TNA,WTNA,43,Estuarine,Coastal,Supratidal,NA,NA,2/3/2017,Erin Mawhinney,5/1/2017,Erin Mawhinney,7/23/2017,Theresa Mitchell
REP_2P,Ccar.41,NA,5,US,TX,WNW,North Padre Island,Coastal Waters,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Western Gulf of Mexico,Gulf/Ocean Waters,,,,,,,CST,1987,April,18,,Spring,1987,April,18,,Spring,TNA,WTNA,43,Estuarine,Coastal,Supratidal,NA,NA,2/3/2017,Erin Mawhinney,5/1/2017,Erin Mawhinney,7/23/2017,Theresa Mitchell
REP_2P,Ccar.42,NA,5,US,TX,WNW,North Padre Island,Coastal Waters,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Western Gulf of Mexico,Gulf/Ocean Waters,,,,,,,CST,1987,April,10,,Spring,1987,April,10,,Spring,TNA,WTNA,43,Estuarine,Coastal,Supratidal,NA,NA,2/3/2017,Erin Mawhinney,5/1/2017,Erin Mawhinney,7/23/2017,Theresa Mitchell
REP_2P,Ccar.43,NA,5,US,TX,WNW,Mustang Island,Coastal Waters,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Western Gulf of Mexico,Gulf/Ocean Waters,,,,,,,CST,1987,April,28,,Spring,1987,April,28,,Spring,TNA,WTNA,43,Estuarine,Coastal,Supratidal,NA,NA,2/3/2017,Erin Mawhinney,5/1/2017,Erin Mawhinney,7/23/2017,Theresa Mitchell
REP_2P,Ccar.44,NA,5,US,TX,WNW,North Padre Island,Coastal Waters,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Western Gulf of Mexico,Gulf/Ocean Waters,,,,,,,CST,1987,May,5,,Spring,1987,May,5,,Spring,TNA,WTNA,43,Estuarine,Coastal,Supratidal,NA,NA,2/3/2017,Erin Mawhinney,5/1/2017,Erin Mawhinney,7/23/2017,Theresa Mitchell
REP_2P,Ccar.45,NA,5,US,TX,WNW,Mustang Island,Coastal Waters,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Western Gulf of Mexico,Gulf/Ocean Waters,,,,,,,CST,1987,May,9,,Spring,1987,May,9,,Spring,TNA,WTNA,43,Estuarine,Coastal,Supratidal,NA,NA,2/3/2017,Erin Mawhinney,5/1/2017,Erin Mawhinney,7/23/2017,Theresa Mitchell
REP_2P,Ccar.46,NA,5,US,TX,WNW,Mustang Island,Coastal Waters,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Western Gulf of Mexico,Gulf/Ocean Waters,,,,,,,CST,1987,May,10,,Spring,1987,May,10,,Spring,TNA,WTNA,43,Estuarine,Coastal,Supratidal,NA,NA,2/3/2017,Erin Mawhinney,5/1/2017,Erin Mawhinney,7/23/2017,Theresa Mitchell
REP_2P,Ccar.47,NA,5,US,TX,WNW,Mustang Island,Coastal Waters,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Western Gulf of Mexico,Gulf/Ocean Waters,,,,,,,CST,1987,May,24,,Spring,1987,May,24,,Spring,TNA,WTNA,43,Estuarine,Coastal,Supratidal,NA,NA,2/3/2017,Erin Mawhinney,5/1/2017,Erin Mawhinney,7/23/2017,Theresa Mitchell
REP_2P,Ccar.48,NA,5,US,TX,WNW,Mustang Island,Coastal Waters,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Western Gulf of Mexico,Gulf/Ocean Waters,,,,,,,CST,1987,May,24,,Spring,1987,May,24,,Spring,TNA,WTNA,43,Estuarine,Coastal,Supratidal,NA,NA,2/3/2017,Erin Mawhinney,5/1/2017,Erin Mawhinney,7/23/2017,Theresa Mitchell
REP_2P,Ccar.49,NA,5,US,TX,WNW,Mustang Island,Coastal Waters,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Western Gulf of Mexico,Gulf/Ocean Waters,,,,,,,CST,1987,June,13,,Summer,1987,June,13,,Summer,TNA,WTNA,43,Estuarine,Coastal,Supratidal,NA,NA,2/3/2017,Erin Mawhinney,5/1/2017,Erin Mawhinney,7/23/2017,Theresa Mitchell
