DATA_ID,PRED_ID,PREY_SOURCE_NAME,PREY_DATABASE_NAME,BASIS_OF_PREY_ID,PHYSIOLOG_STATE,SED_ORIGIN,PREY_PARTS,PREY_LIFE_HIST_STAGE,PREY_COND_INDEX,PREY_SEX,PREY_SEX_RATIO,PREY_LEN_TYPE,PREY_MIN_LEN,PREY_MAX_LEN,PREY_MN_LEN,PREY_MIN_WIDTH,PREY_MAX_WIDTH,PREY_MN_WIDTH,BIOMASS,BIOMASS_QUALIFIER,PCT_BIOMASS,PCT_BIOMASS_QUALIFIER,N_CONS,N_CONS_AVG,N_CONS_QUALIFIER,PCT_N_CONS,PCT_N_CONS_QUALIFIER,VOL_CONS,VOL_CONS_QUALIFIER,PCT_VOL_CONS,PCT_VOL_CONS_QUALIFIER,FREQ_OCC,FREQ_OCC_QUALIFIER,PCT_FREQ_OCC,PCT_FREQ_OCC_QUALIFIER,IRI,PCT_IRI,IRIa,IIR,E,PREY_NOTES,ENTRY_DATE,ENTRY_PERSON,EDITED_DATE,DATA_EDITOR,MODIFY_DATE,DATA_MODIFIER
MAM_2B,Ttru.42,Sciaenid,Sciaenidae,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26 items from 10 taxa. Sick.,5/5/2017,Savannah Borrowman,7/10/2017,Gavyn Shealy,8/31/2018,James Simons,
MAM_2B,Ttru.42,Clupeid,Clupeidae,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26 items from 10 taxa. Sick.,5/5/2017,Savannah Borrowman,7/10/2017,Gavyn Shealy,8/31/2018,James Simons,
MAM_2B,Ttru.42,Penaeus sp.,Penaeidae,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26 items from 10 taxa. Sick.,5/5/2017,Savannah Borrowman,7/10/2017,Gavyn Shealy,8/31/2018,James Simons,
MAM_2B,Ttru.42,Lolliguncula brevis,Lolliguncula brevis,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26 items from 10 taxa. Sick.,5/5/2017,Savannah Borrowman,7/10/2017,Gavyn Shealy,8/31/2018,James Simons,
MAM_2B,Ttru.43,Mugil sp.,Mugil ,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12 items from 5 taxa. Presumably healthy.,5/5/2017,Savannah Borrowman,7/10/2017,Gavyn Shealy,8/31/2018,James Simons,
MAM_2B,Ttru.43,Cynoscion arenarius,Cynoscion arenarius,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12 items from 5 taxa. Presumably healthy.,5/5/2017,Savannah Borrowman,7/10/2017,Gavyn Shealy,8/31/2018,James Simons,
MAM_2B,Ttru.43,Brevoortia sp.,Brevoortia sp.,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12 items from 5 taxa. Presumably healthy.,5/5/2017,Savannah Borrowman,7/10/2017,Gavyn Shealy,8/31/2018,James Simons,
MAM_2B,Ttru.43,Sardinella aurita,Sardinella aurita,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12 items from 5 taxa. Presumably healthy.,5/5/2017,Savannah Borrowman,7/10/2017,Gavyn Shealy,8/31/2018,James Simons,
MAM_2B,Ttru.43,Lolliguncula brevis,Lolliguncula brevis,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12 items from 5 taxa. Presumably healthy.,5/5/2017,Savannah Borrowman,7/10/2017,Gavyn Shealy,8/31/2018,James Simons,
MAM_2B,Ttru.44,Fish,Actinopterygii,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45 items from 8 taxa. ,5/5/2017,Savannah Borrowman,7/10/2017,Gavyn Shealy,8/31/2018,James Simons,
MAM_2B,Ttru.44,Cephalopod,Cephalopoda,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45 items from 8 taxa. ,5/5/2017,Savannah Borrowman,7/10/2017,Gavyn Shealy,8/31/2018,James Simons,
MAM_2B,Ttru.44,Crustacean,Crustacea,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45 items from 8 taxa. ,5/5/2017,Savannah Borrowman,7/10/2017,Gavyn Shealy,8/31/2018,James Simons,
MAM_2B,Ttru.45,Cynoscion regalis,Cynoscion regalis,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 item from 1 taxa. Presumably healthy. ,5/5/2017,Savannah Borrowman,7/10/2017,Gavyn Shealy,8/31/2018,James Simons,
MAM_2B,Ttru.46,Fish,Actinopterygii,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70 items from 8 taxa. ,5/5/2017,Savannah Borrowman,7/10/2017,Gavyn Shealy,8/31/2018,James Simons,
MAM_2B,Ttru.46,Cephalopod,Cephalopoda,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70 items from 8 taxa. ,5/5/2017,Savannah Borrowman,7/10/2017,Gavyn Shealy,8/31/2018,James Simons,
MAM_2B,Ttru.47,Porichthys plectrodon,Porichthys plectrodon,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5 items from 4 taxa. Sick.,5/5/2017,Savannah Borrowman,7/10/2017,Gavyn Shealy,8/31/2018,James Simons,
MAM_2B,Ttru.47,Cynoscion sp.,Cynoscion,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5 items from 4 taxa. Sick.,5/5/2017,Savannah Borrowman,7/10/2017,Gavyn Shealy,8/31/2018,James Simons,
MAM_2B,Ttru.47,Lolliguncula brevis,Lolliguncula brevis,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5 items from 4 taxa. Sick.,5/5/2017,Savannah Borrowman,7/10/2017,Gavyn Shealy,8/31/2018,James Simons,
MAM_2B,Ttru.48,Fish,Actinopterygii,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,From 4 taxa. ,5/5/2017,Savannah Borrowman,7/10/2017,Gavyn Shealy,8/31/2018,James Simons,
MAM_2B,Ttru.49,Fish,Actinopterygii,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,From 4 taxa. ,5/5/2017,Savannah Borrowman,7/10/2017,Gavyn Shealy,8/31/2018,James Simons,
MAM_2B,Ttru.50,Fish,Actinopterygii,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,From 3 taxa. ,5/5/2017,Savannah Borrowman,7/10/2017,Gavyn Shealy,8/31/2018,James Simons,
MAM_2B,Ttru.51,Bairdiella chrysoura,Bairdiella chrysoura,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203 items from 14 taxa. Sick.,5/5/2017,Savannah Borrowman,7/10/2017,Gavyn Shealy,8/31/2018,James Simons,
MAM_2B,Ttru.51,Trichiurus lepturus,Trichiurus lepturus,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203 items from 14 taxa. Sick.,5/5/2017,Savannah Borrowman,7/10/2017,Gavyn Shealy,8/31/2018,James Simons,
MAM_2B,Ttru.51,Leiostomus xanthurus,Leiostomus xanthurus,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203 items from 14 taxa. Sick.,5/5/2017,Savannah Borrowman,7/10/2017,Gavyn Shealy,8/31/2018,James Simons,
MAM_2B,Ttru.51,Cynoscion arenarius,Cynoscion arenarius,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203 items from 14 taxa. Sick.,5/5/2017,Savannah Borrowman,7/10/2017,Gavyn Shealy,8/31/2018,James Simons,
MAM_2B,Ttru.51,Micropogonis undulatus,Micropogonias undulatus,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203 items from 14 taxa. Sick.,5/5/2017,Savannah Borrowman,7/10/2017,Gavyn Shealy,8/31/2018,James Simons,
MAM_2B,Ttru.51,Menticirrhus sp.,Menticirrhus,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203 items from 14 taxa. Sick.,5/5/2017,Savannah Borrowman,7/10/2017,Gavyn Shealy,8/31/2018,James Simons,
MAM_2B,Ttru.51,Larimus fasciatus,Larimus fasciatus,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203 items from 14 taxa. Sick.,5/5/2017,Savannah Borrowman,7/10/2017,Gavyn Shealy,8/31/2018,James Simons,
MAM_2B,Ttru.51,Arius felis/Bagre marinus,Ariidae,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203 items from 14 taxa. Sick.,5/5/2017,Savannah Borrowman,7/10/2017,Gavyn Shealy,8/31/2018,James Simons,
MAM_2B,Ttru.51,Cynoscion nothus,Cynoscion nothus,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203 items from 14 taxa. Sick.,5/5/2017,Savannah Borrowman,7/10/2017,Gavyn Shealy,8/31/2018,James Simons,
MAM_2B,Ttru.51,Pomatomus saltatrix,Pomatomus saltatrix,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203 items from 14 taxa. Sick.,5/5/2017,Savannah Borrowman,7/10/2017,Gavyn Shealy,8/31/2018,James Simons,
MAM_2B,Ttru.51,Anchoa sp. ,Anchoa ,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203 items from 14 taxa. Sick.,5/5/2017,Savannah Borrowman,7/10/2017,Gavyn Shealy,8/31/2018,James Simons,
MAM_2B,Ttru.52,Fish,Actinopterygii,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1029 items from 18 taxa. ,5/5/2017,Savannah Borrowman,7/10/2017,Gavyn Shealy,8/31/2018,James Simons,
MAM_2B,Ttru.52,Cephalopod,Cephalopoda,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1029 items from 18 taxa. ,5/5/2017,Savannah Borrowman,7/10/2017,Gavyn Shealy,8/31/2018,James Simons,
MAM_2B,Ttru.53,Fish,Actinopterygii,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,From 2 taxa. ,5/5/2017,Savannah Borrowman,7/10/2017,Gavyn Shealy,8/31/2018,James Simons,
MAM_2B,Ttru.54,Fish,Actinopterygii,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,359 items from 10 taxa. ,5/5/2017,Savannah Borrowman,7/10/2017,Gavyn Shealy,8/31/2018,James Simons,
MAM_2B,Ttru.54,Cephalopod,Cephalopoda,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,359 items from 10 taxa. ,5/5/2017,Savannah Borrowman,7/10/2017,Gavyn Shealy,8/31/2018,James Simons,
MAM_2B,Ttru.54,Crustacean,Crustacea,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,359 items from 10 taxa. ,5/5/2017,Savannah Borrowman,7/10/2017,Gavyn Shealy,8/31/2018,James Simons,
MAM_2B,Ttru.55,Fish,Actinopterygii,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,340 items from 11 taxa. ,5/5/2017,Savannah Borrowman,7/10/2017,Gavyn Shealy,8/31/2018,James Simons,
MAM_2B,Ttru.55,Cephalopod,Cephalopoda,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,340 items from 11 taxa. ,5/5/2017,Savannah Borrowman,7/10/2017,Gavyn Shealy,8/31/2018,James Simons,
MAM_2B,Ttru.55,Crustacean,Crustacea,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,340 items from 11 taxa. ,5/5/2017,Savannah Borrowman,7/10/2017,Gavyn Shealy,8/31/2018,James Simons,
MAM_2B,Ttru.56,Fish,Actinopterygii,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,259 items from 14 taxa. ,5/5/2017,Savannah Borrowman,7/10/2017,Gavyn Shealy,8/31/2018,James Simons,
MAM_2B,Ttru.56,Cephalopod,Cephalopoda,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,259 items from 14 taxa. ,5/5/2017,Savannah Borrowman,7/10/2017,Gavyn Shealy,8/31/2018,James Simons,
MAM_2B,Ttru.56,Crustacean,Crustacea,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,259 items from 14 taxa. ,5/5/2017,Savannah Borrowman,7/10/2017,Gavyn Shealy,8/31/2018,James Simons,
MAM_2B,Ttru.57,Fish,Actinopterygii,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,308 items from 13 taxa. ,5/5/2017,Savannah Borrowman,7/10/2017,Gavyn Shealy,8/31/2018,James Simons,
MAM_2B,Ttru.57,Cephalopod,Cephalopoda,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,308 items from 13 taxa. ,5/5/2017,Savannah Borrowman,7/10/2017,Gavyn Shealy,8/31/2018,James Simons,
MAM_2B,Ttru.57,Crustacean,Crustacea,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,308 items from 13 taxa. ,5/5/2017,Savannah Borrowman,7/10/2017,Gavyn Shealy,8/31/2018,James Simons,
MAM_2B,Ttru.58,Fish,Actinopterygii,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,696 items from 11 taxa.,5/5/2017,Savannah Borrowman,7/10/2017,Gavyn Shealy,8/31/2018,James Simons,
MAM_2B,Ttru.58,Cephalopod,Cephalopoda,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,696 items from 11 taxa.,5/5/2017,Savannah Borrowman,7/10/2017,Gavyn Shealy,8/31/2018,James Simons,
MAM_2B,Ttru.59,Fish,Actinopterygii,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,929 items from 16 taxa. ,5/5/2017,Savannah Borrowman,7/10/2017,Gavyn Shealy,8/31/2018,James Simons,
MAM_2B,Ttru.59,Cephalopod,Cephalopoda,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,929 items from 16 taxa. ,5/5/2017,Savannah Borrowman,7/10/2017,Gavyn Shealy,8/31/2018,James Simons,
MAM_2B,Ttru.59,Crustacean,Crustacea,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,929 items from 16 taxa. ,5/5/2017,Savannah Borrowman,7/10/2017,Gavyn Shealy,8/31/2018,James Simons,
MAM_2B,Ttru.60,Fish,Actinopterygii,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1073 items from 14 taxa. ,5/5/2017,Savannah Borrowman,7/10/2017,Gavyn Shealy,8/31/2018,James Simons,
MAM_2B,Ttru.60,Cephalopod,Cephalopoda,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1073 items from 14 taxa. ,5/5/2017,Savannah Borrowman,7/10/2017,Gavyn Shealy,8/31/2018,James Simons,
MAM_2B,Ttru.61,Fish,Actinopterygii,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100 items from 12 taxa. ,5/5/2017,Savannah Borrowman,7/10/2017,Gavyn Shealy,8/31/2018,James Simons,
MAM_2B,Ttru.61,Cephalopod,Cephalopoda,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100 items from 12 taxa. ,5/5/2017,Savannah Borrowman,7/10/2017,Gavyn Shealy,8/31/2018,James Simons,
MAM_2B,Ttru.61,Crustacean,Crustacea,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100 items from 12 taxa. ,5/5/2017,Savannah Borrowman,7/10/2017,Gavyn Shealy,8/31/2018,James Simons,
MAM_2B,Ttru.62,Fish,Actinopterygii,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,From 1 taxa.,5/5/2017,Savannah Borrowman,7/10/2017,Gavyn Shealy,8/31/2018,James Simons,
MAM_2B,Ttru.63,Fish,Actinopterygii,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,From 1 taxa.  ,5/5/2017,Savannah Borrowman,7/10/2017,Gavyn Shealy,8/31/2018,James Simons,
MAM_2B,Ttru.64,Fish,Actinopterygii,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,From 1 taxa.  ,5/5/2017,Savannah Borrowman,7/10/2017,Gavyn Shealy,8/31/2018,James Simons,
MAM_2B,Ttru.65,Fish,Actinopterygii,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,231 items from 9 taxa.,5/5/2017,Savannah Borrowman,7/10/2017,Gavyn Shealy,8/31/2018,James Simons,
MAM_2B,Ttru.65,Crustacean,Crustacea,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,231 items from 9 taxa.,5/5/2017,Savannah Borrowman,7/10/2017,Gavyn Shealy,8/31/2018,James Simons,
MAM_2B,Ttru.66,Fish,Actinopterygii,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,From 2 taxa. ,5/5/2017,Savannah Borrowman,7/10/2017,Gavyn Shealy,8/31/2018,James Simons,
MAM_2B,Ttru.67,Fish,Actinopterygii,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45 items from 8 taxa. ,5/5/2017,Savannah Borrowman,7/10/2017,Gavyn Shealy,8/31/2018,James Simons,
MAM_2B,Ttru.67,Cephalopod,Cephalopoda,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45 items from 8 taxa.,5/5/2017,Savannah Borrowman,7/10/2017,Gavyn Shealy,8/31/2018,James Simons,
MAM_2B,Ttru.68,Fish ,Actinopterygii,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,From 5 taxa.,5/5/2017,Savannah Borrowman,7/10/2017,Gavyn Shealy,8/31/2018,James Simons,
MAM_2B,Ttru.69,Opsanus beta,Opsanus beta,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13 items from 3 taxa. Sick.,5/5/2017,Savannah Borrowman,7/10/2017,Gavyn Shealy,8/31/2018,James Simons,
MAM_2B,Ttru.69,Bairdiella chrysoura,Bairdiella chrysoura,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13 items from 3 taxa. Sick.,5/5/2017,Savannah Borrowman,7/10/2017,Gavyn Shealy,8/31/2018,James Simons,
